date,stocks,budget,bought_stocks,cost,total_cost,budget_after_trans,stocks_after_trans
2023-01-02,0,1000000,0,1.0709733963012695,0.0,1000000.0,0
2023-01-03,0,1000000.0,0,1.0677714347839355,0.0,1000000.0,0
2023-01-04,0,1000000.0,948149,1.0546854734420776,999998.9769586325,1.0230413675308228,948149
2023-01-05,948149,1.0230413675308228,0,1.0606365203857422,0.0,1.0230413675308228,948149
2023-01-06,948149,1.0230413675308228,0,1.0522217750549316,0.0,1.0230413675308228,948149
2023-01-09,948149,1.0230413675308228,0,1.0656323432922363,0.0,1.0230413675308228,948149
2023-01-10,948149,1.0230413675308228,0,1.073318362236023,0.0,1.0230413675308228,948149
2023-01-11,948149,1.0230413675308228,0,1.0738946199417114,0.0,1.0230413675308228,948149
2023-01-12,948149,1.0230413675308228,0,1.0766000747680664,0.0,1.0230413675308228,948149
2023-01-13,948149,1.0230413675308228,0,1.0860239267349243,0.0,1.0230413675308228,948149
2023-01-16,948149,1.0230413675308228,0,1.082461953163147,0.0,1.0230413675308228,948149
2023-01-17,948149,1.0230413675308228,0,1.083012938499451,0.0,1.0230413675308228,948149
2023-01-18,948149,1.0230413675308228,0,1.0793308019638062,0.0,1.0230413675308228,948149
2023-01-19,948149,1.0230413675308228,0,1.0797853469848633,0.0,1.0230413675308228,948149
2023-01-20,948149,1.0230413675308228,0,1.083388328552246,0.0,1.0230413675308228,948149
2023-01-23,948149,1.0230413675308228,0,1.086507797241211,0.0,1.0230413675308228,948149
2023-01-24,948149,1.0230413675308228,0,1.0874292850494385,0.0,1.0230413675308228,948149
2023-01-25,948149,1.0230413675308228,0,1.088814616203308,0.0,1.0230413675308228,948149
2023-01-26,948149,1.0230413675308228,0,1.0922038555145264,0.0,1.0230413675308228,948149
2023-01-27,948149,1.0230413675308228,0,1.0894432067871094,0.0,1.0230413675308228,948149
2023-01-30,948149,1.0230413675308228,0,1.0871455669403076,0.0,1.0230413675308228,948149
2023-01-31,948149,1.0230413675308228,0,1.0850694179534912,0.0,1.0230413675308228,948149
2023-02-01,948149,1.0230413675308228,0,1.0860947370529177,0.0,1.0230413675308228,948149
2023-02-02,948149,1.0230413675308228,0,1.1012852191925049,0.0,1.0230413675308228,948149
2023-02-03,948149,1.0230413675308228,0,1.09051251411438,0.0,1.0230413675308228,948149
2023-02-06,948149,1.0230413675308228,0,1.079086184501648,0.0,1.0230413675308228,948149
2023-02-07,948149,1.0230413675308228,0,1.0730764865875244,0.0,1.0230413675308228,948149
2023-02-08,948149,1.0230413675308228,0,1.0729728937149048,0.0,1.0230413675308228,948149
2023-02-09,948149,1.0230413675308228,0,1.0715816020965576,0.0,1.0230413675308228,948149
2023-02-10,948149,1.0230413675308228,0,1.0742292404174805,0.0,1.0230413675308228,948149
2023-02-13,948149,1.0230413675308228,0,1.0677714347839355,0.0,1.0230413675308228,948149
2023-02-14,948149,1.0230413675308228,0,1.073041915893555,0.0,1.0230413675308228,948149
2023-02-15,948149,1.0230413675308228,0,1.0735719203948977,0.0,1.0230413675308228,948149
2023-02-16,948149,1.0230413675308228,0,1.0691757202148438,0.0,1.0230413675308228,948149
2023-02-17,948149,1.0230413675308228,0,1.0665756464004517,0.0,1.0230413675308228,948149
2023-02-20,948149,1.0230413675308228,0,1.0684444904327393,0.0,1.0230413675308228,948149
2023-02-21,948149,1.0230413675308228,0,1.068261981010437,0.0,1.0230413675308228,948149
2023-02-22,948149,1.0230413675308228,0,1.065200924873352,0.0,1.0230413675308228,948149
2023-02-23,948149,1.0230413675308228,0,1.0605803728103638,0.0,1.0230413675308228,948149
2023-02-24,948149,1.0230413675308228,0,1.0598047971725464,0.0,1.0230413675308228,948149
2023-02-27,948149,1.0230413675308228,0,1.055475831031799,0.0,1.0230413675308228,948149
2023-02-28,948149,1.0230413675308228,0,1.0611205101013184,0.0,1.0230413675308228,948149
2023-03-01,948149,1.0230413675308228,0,1.0577309131622314,0.0,1.0230413675308228,948149
2023-03-02,948149,1.0230413675308228,0,1.066894292831421,0.0,1.0230413675308228,948149
2023-03-03,948149,1.0230413675308228,0,1.0599732398986816,0.0,1.0230413675308228,948149
2023-03-06,948149,1.0230413675308228,0,1.0626201629638672,0.0,1.0230413675308228,948149
2023-03-07,948149,1.0230413675308228,0,1.0688328742980957,0.0,1.0230413675308228,948149
2023-03-08,948149,1.0230413675308228,0,1.05507493019104,0.0,1.0230413675308228,948149
2023-03-09,948149,1.0230413675308228,0,1.0549525022506714,0.0,1.0230413675308228,948149
2023-03-10,948149,1.0230413675308228,0,1.0584698915481567,0.0,1.0230413675308228,948149
2023-03-13,948149,1.0230413675308228,0,1.0683646202087402,0.0,1.0230413675308228,948149
2023-03-14,948149,1.0230413675308228,0,1.0725010633468628,0.0,1.0230413675308228,948149
2023-03-15,948149,1.0230413675308228,0,1.0727657079696655,0.0,1.0230413675308228,948149
2023-03-16,948149,1.0230413675308228,0,1.0583354234695437,0.0,1.0230413675308228,948149
2023-03-17,948149,1.0230413675308228,0,1.0614134073257446,0.0,1.0230413675308228,948149
2023-03-20,948149,1.0230413675308228,0,1.0678855180740356,0.0,1.0230413675308228,948149
2023-03-21,948149,1.0230413675308228,0,1.071914792060852,0.0,1.0230413675308228,948149
2023-03-22,948149,1.0230413675308228,0,1.0774236917495728,0.0,1.0230413675308228,948149
2023-03-23,948149,1.0230413675308228,0,1.0870392322540283,0.0,1.0230413675308228,948149
2023-03-24,948149,1.0230413675308228,0,1.0835057497024536,0.0,1.0230413675308228,948149
2023-03-27,948149,1.0230413675308228,0,1.077818512916565,0.0,1.0230413675308228,948149
2023-03-28,948149,1.0230413675308228,0,1.0807071924209597,0.0,1.0230413675308228,948149
2023-03-29,948149,1.0230413675308228,0,1.0839520692825315,0.0,1.0230413675308228,948149
2023-03-30,948149,1.0230413675308228,0,1.0843634605407717,0.0,1.0230413675308228,948149
2023-03-31,948149,1.0230413675308228,0,1.0904649496078491,0.0,1.0230413675308228,948149
2023-04-03,948149,1.0230413675308228,0,1.080333590507507,0.0,1.0230413675308228,948149
2023-04-04,948149,1.0230413675308228,0,1.091226577758789,0.0,1.0230413675308228,948149
2023-04-05,948149,1.0230413675308228,0,1.0960105657577517,0.0,1.0230413675308228,948149
2023-04-06,948149,1.0230413675308228,0,1.090334177017212,0.0,1.0230413675308228,948149
2023-04-07,948149,1.0230413675308228,0,1.0920130014419556,0.0,1.0230413675308228,948149
2023-04-10,948149,1.0230413675308228,0,1.0913575887680054,0.0,1.0230413675308228,948149
2023-04-11,948149,1.0230413675308228,0,1.086932897567749,0.0,1.0230413675308228,948149
2023-04-12,948149,1.0230413675308228,0,1.0917507410049438,0.0,1.0230413675308228,948149
2023-04-13,948149,1.0230413675308228,0,1.0999890565872192,0.0,1.0230413675308228,948149
2023-04-14,948149,1.0230413675308228,0,1.1054610013961792,0.0,1.0230413675308228,948149
2023-04-17,948149,1.0230413675308228,0,1.098659634590149,0.0,1.0230413675308228,948149
2023-04-18,948149,1.0230413675308228,0,1.0925379991531372,0.0,1.0230413675308228,948149
2023-04-19,948149,1.0230413675308228,0,1.0975382328033447,0.0,1.0230413675308228,948149
2023-04-20,948149,1.0230413675308228,0,1.095218300819397,0.0,1.0230413675308228,948149
2023-04-21,948149,1.0230413675308228,0,1.0970927476882937,0.0,1.0230413675308228,948149
2023-04-24,948149,1.0230413675308228,0,1.0992271900177002,0.0,1.0230413675308228,948149
2023-04-25,948149,1.0230413675308228,0,1.1059499979019165,0.0,1.0230413675308228,948149
2023-04-26,948149,1.0230413675308228,0,1.0978394746780396,0.0,1.0230413675308228,948149
2023-04-27,948149,1.0230413675308228,0,1.1047282218933103,0.0,1.0230413675308228,948149
2023-04-28,948149,1.0230413675308228,0,1.1032048463821411,0.0,1.0230413675308228,948149
2023-05-01,948149,1.0230413675308228,0,1.1010911464691162,0.0,1.0230413675308228,948149
2023-05-02,948149,1.0230413675308228,0,1.0969241857528689,0.0,1.0230413675308228,948149
2023-05-03,948149,1.0230413675308228,0,1.1010911464691162,0.0,1.0230413675308228,948149
2023-05-04,948149,1.0230413675308228,0,1.1068925857543943,0.0,1.0230413675308228,948149
2023-05-05,948149,1.0230413675308228,0,1.102292776107788,0.0,1.0230413675308228,948149
2023-05-08,948149,1.0230413675308228,0,1.10186767578125,0.0,1.0230413675308228,948149
2023-05-09,948149,1.0230413675308228,0,1.0996140241622925,0.0,1.0230413675308228,948149
2023-05-10,948149,1.0230413675308228,0,1.096467137336731,0.0,1.0230413675308228,948149
2023-05-11,948149,1.0230413675308228,0,1.098406195640564,0.0,1.0230413675308228,948149
2023-05-12,948149,1.0230413675308228,0,1.0912145376205444,0.0,1.0230413675308228,948149
2023-05-15,948149,1.0230413675308228,0,1.0852696895599363,0.0,1.0230413675308228,948149
2023-05-16,948149,1.0230413675308228,0,1.0873701572418213,0.0,1.0230413675308228,948149
