iteration,evaluation,sigma,axis ratio,bestever,best,median,worst objective function value,further objective values of best
1,20,0.9751770726096236,1.000049763142906,-1000009.9285629812,-1.0000099285629812e+06,-1000003.418078682,-999997.6149623657
2,40,0.9551280666805019,1.000049763142906,-1000014.8865904931,-1.0000148865904931e+06,-1000008.2079498172,-1000003.9979236155
3,60,0.9368733762885946,1.0115703561656655,-1000020.84101407,-1.0000208410140700e+06,-1000012.0993960459,-1000006.5548941651
4,80,0.92175728750214,1.0115703561656655,-1000027.9537028854,-1.0000279537028854e+06,-1000017.100286399,-1000011.7395054733
5,100,0.9095766170817784,1.013159744173224,-1000032.6106578578,-1.0000326106578578e+06,-1000024.335063298,-1000019.479365578
6,120,0.8990331202887384,1.013159744173224,-1000037.4503473797,-1.0000374503473797e+06,-1000029.8880449187,-1000023.752915634
7,140,0.889949227743071,1.0153780311392766,-1000041.7864146256,-1.0000417864146256e+06,-1000035.1765393121,-1000027.0488650085
8,160,0.8822453618629191,1.0153780311392766,-1000049.8603726907,-1.0000498603726907e+06,-1000039.438609515,-1000034.7062888856
9,180,0.8758940091177643,1.01834489782566,-1000057.2731541562,-1.0000572731541562e+06,-1000046.2404532118,-1000040.7714371346
10,200,0.8707410483218171,1.01834489782566,-1000058.5518399478,-1.0000585518399478e+06,-1000049.4734317658,-1000043.6637984273
11,220,0.8669613018929767,1.021802504786293,-1000061.9000535634,-1.0000619000535634e+06,-1000055.4514165765,-1000050.7118118153
12,240,0.8645400313877849,1.021802504786293,-1000065.4163250239,-1.0000654163250239e+06,-1000059.1713821993,-1000053.1043860228
13,260,0.8628437374985654,1.0266956825585003,-1000069.2207095007,-1.0000692207095007e+06,-1000062.6348082625,-1000053.2895639271
14,280,0.8618410858359957,1.0266956825585003,-1000073.4102079957,-1.0000734102079957e+06,-1000068.1300486638,-1000061.3133379376
15,300,0.861778429908181,1.0316292984378332,-1000079.531370069,-1.0000795313700690e+06,-1000071.6671788883,-1000063.1733596454
16,320,0.8630444860852902,1.0316292984378332,-1000085.0535896231,-1.0000850535896231e+06,-1000077.7195878428,-1000067.1817039772
17,340,0.8654439493628198,1.0372966740283662,-1000090.6512388912,-1.0000906512388912e+06,-1000082.8761723303,-1000075.1852204631
18,360,0.8691214776710962,1.0372966740283662,-1000095.5769395722,-1.0000955769395722e+06,-1000087.8790350656,-1000082.835140819
19,380,0.8739692392787342,1.0443998776300252,-1000098.2220725437,-1.0000982220725437e+06,-1000091.5519160737,-1000085.7544400983
20,400,0.8793917018899484,1.0443998776300252,-1000104.3685273584,-1.0001043685273584e+06,-1000097.3999116473,-1000090.8223228559
21,420,0.8859519317235068,1.0523092287788094,-1000110.634332764,-1.0001106343327640e+06,-1000099.8530156268,-1000094.1075592649
22,440,0.8929478496462966,1.0523092287788094,-1000112.8633788115,-1.0001128633788115e+06,-1000106.9707309601,-1000100.8938647188
23,460,0.9012735948962364,1.0604983487201112,-1000120.178005208,-1.0001201780052080e+06,-1000111.5301505945,-1000105.9158144447
24,480,0.9100987163474766,1.0604983487201112,-1000130.1937938601,-1.0001301937938601e+06,-1000117.6184289734,-1000110.0609320985
25,500,0.9195545196888225,1.0701188776885306,-1000130.1937938601,-1.0001284060139573e+06,-1000122.3237447704,-1000114.1734938121
26,520,0.9308009951532665,1.0701188776885306,-1000134.5535283195,-1.0001345535283195e+06,-1000124.5134082729,-1000118.7758394218
27,540,0.9426798461158842,1.0801411028076617,-1000136.6474801961,-1.0001366474801961e+06,-1000129.9485961549,-1000119.0579317659
28,560,0.9555838698067542,1.0801411028076617,-1000142.1200031458,-1.0001421200031458e+06,-1000135.7063510958,-1000130.3665982502
29,580,0.9691314697647364,1.0895332756970635,-1000146.4464146759,-1.0001464464146759e+06,-1000140.1292739431,-1000133.2886588603
30,600,0.9828720855743562,1.0895332756970635,-1000157.4605561859,-1.0001574605561859e+06,-1000144.0006184964,-1000134.5097386655
31,620,0.9968491816956062,1.0986712171937232,-1000157.4605561859,-1.0001566259549093e+06,-1000149.6072259228,-1000137.389329952
32,640,1.011480941517451,1.0986712171937232,-1000163.9937007154,-1.0001639937007154e+06,-1000154.2520869112,-1000142.9741939582
33,660,1.0271416513316285,1.1073058945312797,-1000167.9706442512,-1.0001679706442512e+06,-1000159.3584700127,-1000151.6558498696
34,680,1.0437649712575858,1.1073058945312797,-1000174.7782613578,-1.0001747782613578e+06,-1000167.3029374371,-1000156.218834884
35,700,1.0621446407045259,1.1152113857512584,-1000182.220667591,-1.0001822206675910e+06,-1000171.0285555465,-1000160.7475300296
36,720,1.0812605549833274,1.1152113857512584,-1000187.1344146475,-1.0001871344146475e+06,-1000177.560984319,-1000168.8280780197
37,740,1.1014199579533945,1.1224952188938693,-1000191.0588013489,-1.0001910588013489e+06,-1000182.4533489674,-1000168.8006272957
38,760,1.1230081283997608,1.1224952188938693,-1000199.7377271216,-1.0001997377271216e+06,-1000186.5377624523,-1000181.0343063466
39,780,1.1455408797251383,1.1292531755876398,-1000202.9942536479,-1.0002029942536479e+06,-1000195.3285597891,-1000189.2215784634
40,800,1.1690755155015702,1.1292531755876398,-1000213.8570116805,-1.0002138570116805e+06,-1000201.5820158715,-1000190.5378997475
41,820,1.1942006281082658,1.135437098445979,-1000223.3476562576,-1.0002233476562576e+06,-1000208.2985745225,-1000198.8666214569
42,840,1.2193105654176555,1.135437098445979,-1000224.9722383553,-1.0002249722383553e+06,-1000218.7265283434,-1000210.8524223164
